,source,source_name,final,final_name,weight
62,180228,Elvis Presley,255733,Johnny Hallyday,1.1331484530668263
63,180228,Elvis Presley,279141,Ritchie Valens,1.0
64,180228,Elvis Presley,284207,Ronan Keating,1.6487212707001282
65,180228,Elvis Presley,285693,Robert Gordon,1.2840254166877414
66,180228,Elvis Presley,289177,Sam the Sham & the Pharaohs,1.1331484530668263
67,180228,Elvis Presley,296487,Roger Daltrey,1.0
68,180228,Elvis Presley,330575,Neil Sedaka,1.0
69,180228,Elvis Presley,332852,Ronnie Hawkins,1.0
70,180228,Elvis Presley,346684,Richard Hawley,1.6487212707001282
71,180228,Elvis Presley,377908,NRBQ,1.1331484530668263
72,180228,Elvis Presley,379125,Neil Young,1.1331484530668263
73,180228,Elvis Presley,397880,Nick Cave,1.2840254166877414
74,180228,Elvis Presley,424296,The Righteous Brothers,1.1331484530668263
75,180228,Elvis Presley,467853,Mick Ronson,1.1331484530668263
76,180228,Elvis Presley,475431,Stray Cats,1.4549914146182013
77,180228,Elvis Presley,483587,The Move,1.1331484530668263
78,180228,Elvis Presley,487186,Suicide,1.2840254166877414
79,180228,Elvis Presley,496405,The Shadows,1.0
80,180228,Elvis Presley,497760,Mink DeVille,1.2840254166877414
81,180228,Elvis Presley,516202,Brian Hyland,1.1331484530668263
82,180228,Elvis Presley,519637,Brian Setzer,1.4549914146182013
83,180228,Elvis Presley,530745,Bruce Springsteen,1.2840254166877414
84,180228,Elvis Presley,538677,Buddy Holly,1.0
85,180228,Elvis Presley,541125,Gerry & the Pacemakers,1.0
86,180228,Elvis Presley,545074,George Michael,1.4549914146182013
87,180228,Elvis Presley,560208,Harry Nilsson,1.0
88,180228,Elvis Presley,570825,The Modern Lovers,1.2840254166877414
89,180228,Elvis Presley,575051,Herman's Hermits,1.1331484530668263
90,180228,Elvis Presley,584923,Dave Edmunds,1.1331484530668263
91,180228,Elvis Presley,609396,Tom Jones,1.1331484530668263
92,180228,Elvis Presley,620578,Tommy Sands,1.0
93,180228,Elvis Presley,625736,Brian Wilson,1.1331484530668263
94,180228,Elvis Presley,643543,Jason Derulo,1.8682459574322223
95,180228,Elvis Presley,657041,Glenn Frey,1.1331484530668263
96,180228,Elvis Presley,667020,Malcolm McLaren,1.2840254166877414
97,180228,Elvis Presley,668302,Dan Penn,1.1331484530668263
98,180228,Elvis Presley,683085,"Dave Dee, Dozy, Beaky, Mick & Tich",1.1331484530668263
99,180228,Elvis Presley,725175,Volbeat,1.8682459574322223
100,180228,Elvis Presley,746731,Spiritualized,1.6487212707001282
101,180228,Elvis Presley,751019,The Animals,1.1331484530668263
102,180228,Elvis Presley,754032,The Beatles,1.1331484530668263
103,180228,Elvis Presley,757177,The Blasters,1.2840254166877414
104,180228,Elvis Presley,763301,The Fugs,1.1331484530668263
105,180228,Elvis Presley,765722,The Collins Kids,1.0
106,180228,Elvis Presley,767068,Keith Richards,1.1331484530668263
107,180228,Elvis Presley,773642,The Kingsmen,1.0
108,180228,Elvis Presley,775323,Chris Isaak,1.4549914146182013
109,180228,Elvis Presley,786613,Dead Kennedys,1.2840254166877414
110,180228,Elvis Presley,796734,Elton John,1.1331484530668263
111,180228,Elvis Presley,803720,Gene Vincent,1.0
112,180228,Elvis Presley,814606,Wanda Jackson,1.0
113,180228,Elvis Presley,823165,Levon Helm,1.0
114,180228,Elvis Presley,830538,Robert Plant,1.1331484530668263
115,180228,Elvis Presley,849246,Jim Ford,1.1331484530668263
116,180228,Elvis Presley,852007,Roy Orbison,1.0
117,180228,Elvis Presley,852855,Roxy Music,1.2840254166877414
118,180228,Elvis Presley,853492,Marshall Crenshaw,1.4549914146182013
119,180228,Elvis Presley,858827,Queen,1.2840254166877414
120,180228,Elvis Presley,864209,Neil Diamond,1.0
121,180228,Elvis Presley,866786,New York Dolls,1.2840254166877414
122,180228,Elvis Presley,866841,Nick Lowe,1.1331484530668263
123,180228,Elvis Presley,891063,Misfits,1.2840254166877414
124,180228,Elvis Presley,892823,Mick Jagger,1.1331484530668263
125,180228,Elvis Presley,894465,The Rolling Stones,1.1331484530668263
126,180228,Elvis Presley,898828,The Searchers,1.0
127,180228,Elvis Presley,923033,Styx,1.2840254166877414
128,180228,Elvis Presley,956707,Wings,1.2840254166877414
129,180228,Elvis Presley,957085,Danzig,1.4549914146182013
130,180228,Elvis Presley,987491,Gram Parsons,1.1331484530668263
131,180228,Elvis Presley,1032082,Bruno Mars,1.8682459574322223
132,180228,Elvis Presley,1050323,Ida Maria,1.8682459574322223
133,180228,Elvis Presley,2784799,Lana Del Rey,2.117000016612675
134,180228,Elvis Presley,2854537,Harry Styles,2.117000016612675
135,180228,Elvis Presley,3323342,BÃ˜RNS,2.117000016612675
136,933898,Ashanti,1061368,Kristinia DeBarge,1.1331484530668263
137,933898,Ashanti,3236942,Tinashe,1.2840254166877414
138,294923,Judy Collins,245019,Sandy Denny,1.1331484530668263
139,294923,Judy Collins,677352,Dar Williams,1.6487212707001282
140,294923,Judy Collins,838414,June Tabor,1.2840254166877414
141,753685,Soft Machine,74776,Bill Bruford,1.0
142,753685,Soft Machine,90945,Colosseum,1.0
143,753685,Soft Machine,94890,The Legendary Pink Dots,1.2840254166877414
144,753685,Soft Machine,125465,Barclay James Harvest,1.0
145,753685,Soft Machine,148355,Egg,1.0
146,753685,Soft Machine,180023,Tortoise,1.4549914146182013
147,753685,Soft Machine,195305,Focus,1.0
148,753685,Soft Machine,199995,Genesis,1.0
149,753685,Soft Machine,300245,Rick Wakeman,1.0
150,753685,Soft Machine,609590,Caribou,1.6487212707001282
151,753685,Soft Machine,611881,Atomic Rooster,1.0
152,753685,Soft Machine,617196,Brian Eno,1.1331484530668263
153,753685,Soft Machine,672011,Hawkwind,1.0
154,753685,Soft Machine,685647,Yes,1.0
155,753685,Soft Machine,758444,Blur,1.2840254166877414
156,753685,Soft Machine,784732,Joe Jackson,1.1331484530668263
157,753685,Soft Machine,795341,Felt,1.1331484530668263
158,753685,Soft Machine,842802,Peter Gabriel,1.1331484530668263
159,753685,Soft Machine,949619,Gong,1.0
160,147481,Fila Brazillia,793225,Diplo,1.1331484530668263
161,49180,Betty Harris,58361,Betty Everett,0.8394570207692074
162,49180,Betty Harris,179764,Fontella Bass,1.0
163,49180,Betty Harris,402872,The Meters,1.0
164,49180,Betty Harris,772526,Irma Thomas,1.0
165,639005,George Carlin,43444,Steve Martin,1.0
166,639005,George Carlin,106298,Cheech & Chong,1.1331484530668263
167,639005,George Carlin,142208,Eddie Murphy,1.2840254166877414
168,639005,George Carlin,230105,Howard Stern,1.2840254166877414
169,639005,George Carlin,238245,Denis Leary,1.4549914146182013
170,639005,George Carlin,287092,Sam Kinison,1.2840254166877414
171,639005,George Carlin,287860,Robin Williams,1.1331484530668263
172,639005,George Carlin,644216,David Cross,1.4549914146182013
173,639005,George Carlin,674417,Dane Cook,1.4549914146182013
174,639005,George Carlin,752150,Andrew Dice Clay,1.2840254166877414
175,639005,George Carlin,833610,Ron White,1.6487212707001282
176,639005,George Carlin,898946,Mitch Hedberg,1.4549914146182013
177,278559,Jerry Lewis,43444,Steve Martin,1.4549914146182013
178,278559,Jerry Lewis,500612,Adam Sandler,1.8682459574322223
179,2048033,Sleigh Bells,3085111,Lorde,1.1331484530668263
180,180263,Flamin' Groovies,15694,Teenage Fanclub,1.2840254166877414
181,180263,Flamin' Groovies,112185,James,1.2840254166877414
182,180263,Flamin' Groovies,167517,Dire Straits,1.1331484530668263
183,180263,Flamin' Groovies,261106,Hoodoo Gurus,1.2840254166877414
184,180263,Flamin' Groovies,387530,Matthew Sweet,1.2840254166877414
185,180263,Flamin' Groovies,457692,Off Broadway,1.1331484530668263
186,180263,Flamin' Groovies,475932,The Only Ones,1.1331484530668263
187,180263,Flamin' Groovies,486645,The Plimsouls,1.2840254166877414
188,180263,Flamin' Groovies,489209,The dB's,1.1331484530668263
189,180263,Flamin' Groovies,490620,The Real Kids,1.1331484530668263
190,180263,Flamin' Groovies,766354,The Connection,1.8682459574322223
191,180263,Flamin' Groovies,784535,The Donnas,1.4549914146182013
192,180263,Flamin' Groovies,787757,The Dictators,1.1331484530668263
193,180263,Flamin' Groovies,895074,The Romantics,1.2840254166877414
194,180263,Flamin' Groovies,898479,The Smithereens,1.2840254166877414
195,852007,Roy Orbison,43714,Bee Gees,1.1331484530668263
196,852007,Roy Orbison,51992,Big Star,1.2840254166877414
197,852007,Roy Orbison,58549,Elvis Costello,1.2840254166877414
198,852007,Roy Orbison,77732,Bobby Vee,1.0
199,852007,Roy Orbison,87985,The Hollies,1.1331484530668263
200,852007,Roy Orbison,131581,"Crosby, Stills & Nash",1.1331484530668263
201,852007,Roy Orbison,137580,The Cramps,1.2840254166877414
202,852007,Roy Orbison,179205,Don McLean,1.1331484530668263
203,852007,Roy Orbison,203639,Johnny Rivers,1.1331484530668263
204,852007,Roy Orbison,219203,U2,1.2840254166877414
205,852007,Roy Orbison,228266,Jeff Lynne,1.1331484530668263
206,852007,Roy Orbison,232564,John Lennon,1.0
207,852007,Roy Orbison,240665,Jeff Buckley,1.6487212707001282
208,852007,Roy Orbison,255733,Johnny Hallyday,1.1331484530668263
209,852007,Roy Orbison,285693,Robert Gordon,1.2840254166877414
210,852007,Roy Orbison,346684,Richard Hawley,1.6487212707001282
211,852007,Roy Orbison,379125,Neil Young,1.1331484530668263
212,852007,Roy Orbison,424296,The Righteous Brothers,1.1331484530668263
213,852007,Roy Orbison,475431,Stray Cats,1.4549914146182013
214,852007,Roy Orbison,479772,The Motels,1.2840254166877414
215,852007,Roy Orbison,489876,The Pogues,1.4549914146182013
216,852007,Roy Orbison,517796,Brian Poole & the Tremeloes,1.0
217,852007,Roy Orbison,520583,My Morning Jacket,1.6487212707001282
218,852007,Roy Orbison,530745,Bruce Springsteen,1.2840254166877414
219,852007,Roy Orbison,560208,Harry Nilsson,1.0
220,852007,Roy Orbison,575051,Herman's Hermits,1.1331484530668263
221,852007,Roy Orbison,605965,Atlanta Rhythm Section,1.2840254166877414
222,852007,Roy Orbison,612716,Tom Petty,1.2840254166877414
223,852007,Roy Orbison,615119,Tom Waits,1.2840254166877414
224,852007,Roy Orbison,625736,Brian Wilson,1.1331484530668263
225,852007,Roy Orbison,683085,"Dave Dee, Dozy, Beaky, Mick & Tich",1.1331484530668263
226,852007,Roy Orbison,686897,Linda Ronstadt,1.1331484530668263
227,852007,Roy Orbison,754032,The Beatles,1.1331484530668263
228,852007,Roy Orbison,775323,Chris Isaak,1.4549914146182013
229,852007,Roy Orbison,776562,Colin Blunstone,1.1331484530668263
230,852007,Roy Orbison,807121,Lou Christie,1.1331484530668263
231,852007,Roy Orbison,816387,Leon Russell,1.0
232,852007,Roy Orbison,834466,Roger McGuinn,1.1331484530668263
233,852007,Roy Orbison,852997,k.d. lang,1.4549914146182013
234,852007,Roy Orbison,921359,The Tremeloes,1.0
235,852007,Roy Orbison,1050323,Ida Maria,1.8682459574322223
236,393257,Newsboys,100575,Chris Tomlin,1.1331484530668263
237,393257,Newsboys,510885,TobyMac,1.0
238,393257,Newsboys,870809,MercyMe,1.1331484530668263
239,393257,Newsboys,2120504,Rend Collective,1.2840254166877414
240,753706,The All-American Rejects,121236,Cartel,1.0
241,753706,The All-American Rejects,185018,Finch,0.8394570207692074
242,753706,The All-American Rejects,614830,Metro Station,1.0
243,753706,The All-American Rejects,667657,The Maine,1.0
244,753706,The All-American Rejects,722133,Boys Like Girls,1.0
245,753706,The All-American Rejects,727318,We the Kings,1.0
246,753706,The All-American Rejects,736318,All Time Low,1.0
247,753706,The All-American Rejects,916783,Mayday Parade,1.0
248,753706,The All-American Rejects,993302,Forever the Sickest Kids,1.0
249,753706,The All-American Rejects,1019495,Never Shout Never,1.0
250,753706,The All-American Rejects,1957634,The Cab,1.0
251,32807,Son Seals,830425,Robert Cray,1.1331484530668263
252,278575,Hoyt Axton,34249,Steve Earle,1.2840254166877414
253,278575,Hoyt Axton,200791,Waylon Jennings,0.8394570207692074
254,278575,Hoyt Axton,502198,Luke Bryan,1.6487212707001282
255,278575,Hoyt Axton,510805,Toby Keith,1.4549914146182013
256,278575,Hoyt Axton,632233,Eric Church,1.6487212707001282
257,65590,The Flaming Lips,8549,Sparklehorse,1.1331484530668263
258,65590,The Flaming Lips,38321,Snow Patrol,1.1331484530668263
259,65590,The Flaming Lips,42589,The Beta Band,1.1331484530668263
260,65590,The Flaming Lips,185591,Arcade Fire,1.2840254166877414
261,65590,The Flaming Lips,243008,Weezer,1.1331484530668263
262,65590,The Flaming Lips,300578,Blitzen Trapper,1.2840254166877414
263,65590,The Flaming Lips,326249,Radiohead,1.1331484530668263
264,65590,The Flaming Lips,408696,Mercury Rev,1.0
265,65590,The Flaming Lips,419102,The Shins,1.1331484530668263
266,65590,The Flaming Lips,480086,Modest Mouse,1.1331484530668263
267,65590,The Flaming Lips,520583,My Morning Jacket,1.1331484530668263
268,65590,The Flaming Lips,527267,Built to Spill,1.1331484530668263
269,65590,The Flaming Lips,536321,MGMT,1.2840254166877414
270,65590,The Flaming Lips,551872,The Bird and the Bee,1.2840254166877414
271,65590,The Flaming Lips,583618,Sunny Day Real Estate,1.1331484530668263
272,65590,The Flaming Lips,588887,Thom Yorke,1.0
273,65590,The Flaming Lips,625278,Broken Social Scene,1.1331484530668263
274,65590,The Flaming Lips,660053,Grandaddy,1.1331484530668263
275,65590,The Flaming Lips,663645,Bon Iver,1.2840254166877414
276,65590,The Flaming Lips,739713,The Antlers,1.2840254166877414
277,65590,The Flaming Lips,756754,Silversun Pickups,1.2840254166877414
278,65590,The Flaming Lips,762097,Blue October,1.1331484530668263
279,65590,The Flaming Lips,860080,Nada Surf,1.1331484530668263
280,65590,The Flaming Lips,919603,Animal Collective,1.1331484530668263
281,65590,The Flaming Lips,949204,Girls,1.2840254166877414
282,65590,The Flaming Lips,1011504,STRFKR,1.2840254166877414
283,65590,The Flaming Lips,2035658,Broken Bells,1.2840254166877414
284,65590,The Flaming Lips,2115414,CHAPPO,1.2840254166877414
285,65590,The Flaming Lips,2620029,Absofacto,1.2840254166877414
286,65590,The Flaming Lips,3061665,Niagara,1.4549914146182013
287,16438,Television Personalities,15694,Teenage Fanclub,1.1331484530668263
288,16438,Television Personalities,154530,Beat Happening,1.1331484530668263
289,16438,Television Personalities,325357,Arctic Monkeys,1.4549914146182013
290,16438,Television Personalities,467444,Of Montreal,1.2840254166877414
291,16438,Television Personalities,485191,The Pastels,1.1331484530668263
292,16438,Television Personalities,575379,The Vaselines,1.1331484530668263
293,16438,Television Personalities,899530,The Smiths,1.1331484530668263
294,327735,REO Speedwagon,170381,Europe,1.2840254166877414
295,327735,REO Speedwagon,262794,Hootie & the Blowfish,1.2840254166877414
296,327735,REO Speedwagon,559785,Damn Yankees,1.2840254166877414
297,327735,REO Speedwagon,619460,Mr. Mister,1.2840254166877414
298,327735,REO Speedwagon,623254,Asia,1.2840254166877414
299,327735,REO Speedwagon,835585,Loverboy,1.2840254166877414
300,327735,REO Speedwagon,861600,Nelson,1.4549914146182013
301,327735,REO Speedwagon,883619,Red Rider,1.1331484530668263
302,835648,Uriah Heep,98465,Iron Maiden,1.1331484530668263
303,835648,Uriah Heep,105685,Krokus,1.1331484530668263
304,835648,Uriah Heep,141681,Dokken,1.1331484530668263
305,835648,Uriah Heep,141683,The Darkness,1.6487212707001282
306,835648,Uriah Heep,251595,Whitesnake,1.1331484530668263
307,835648,Uriah Heep,259800,Saxon,1.1331484530668263
308,835648,Uriah Heep,263937,Dio,1.2840254166877414
309,835648,Uriah Heep,299471,Scorpions,1.0
310,835648,Uriah Heep,391933,Rainbow,1.1331484530668263
311,835648,Uriah Heep,923033,Styx,1.1331484530668263
312,835648,Uriah Heep,925852,Anvil,1.1331484530668263
313,16448,AmÃ¡lia Rodrigues,195373,CesÃ¡ria Ã‰vora,1.1331484530668263
314,16448,AmÃ¡lia Rodrigues,573410,Maria BethÃ¢nia,1.2840254166877414
315,409670,Melanie,169795,Fiona Apple,1.4549914146182013
316,409670,Melanie,296802,Lisa Loeb,1.2840254166877414
317,409670,Melanie,369955,Kathryn Williams,1.6487212707001282
318,409670,Melanie,754251,Suzanne Vega,1.2840254166877414
319,409670,Melanie,758208,Beth Orton,1.4549914146182013
320,409670,Melanie,784811,Joanna Newsom,1.6487212707001282
321,409670,Melanie,834108,Sarah McLachlan,1.2840254166877414
322,409670,Melanie,862855,KT Tunstall,1.6487212707001282
323,639053,HÃ¼sker DÃ¼,34172,Superchunk,1.1331484530668263
324,639053,HÃ¼sker DÃ¼,37730,Pearl Jam,1.2840254166877414
325,639053,HÃ¼sker DÃ¼,40124,The Ataris,1.2840254166877414
326,639053,HÃ¼sker DÃ¼,65590,The Flaming Lips,1.1331484530668263
327,639053,HÃ¼sker DÃ¼,69060,Babes in Toyland,1.1331484530668263
328,639053,HÃ¼sker DÃ¼,143749,fIREHOSE,1.1331484530668263
329,639053,HÃ¼sker DÃ¼,152023,Everclear,1.2840254166877414
330,639053,HÃ¼sker DÃ¼,154544,Green Day,1.1331484530668263
331,639053,HÃ¼sker DÃ¼,167287,Frank Black,1.1331484530668263
332,639053,HÃ¼sker DÃ¼,178906,Jawbox,1.1331484530668263
333,639053,HÃ¼sker DÃ¼,184043,Foo Fighters,1.2840254166877414
334,639053,HÃ¼sker DÃ¼,219483,Dinosaur Jr.,1.1331484530668263
335,639053,HÃ¼sker DÃ¼,222927,Uncle Tupelo,1.1331484530668263
336,639053,HÃ¼sker DÃ¼,223197,Hot Water Music,1.2840254166877414
337,639053,HÃ¼sker DÃ¼,246169,Whiskeytown,1.2840254166877414
338,639053,HÃ¼sker DÃ¼,255704,Pegboy,1.2840254166877414
339,639053,HÃ¼sker DÃ¼,258567,Dillinger Four,1.2840254166877414
340,639053,HÃ¼sker DÃ¼,299776,Urge Overkill,1.1331484530668263
341,639053,HÃ¼sker DÃ¼,357406,Nirvana,1.1331484530668263
342,639053,HÃ¼sker DÃ¼,422405,The Replacements,1.0
343,639053,HÃ¼sker DÃ¼,482677,The Lemonheads,1.1331484530668263
344,639053,HÃ¼sker DÃ¼,483563,The Verve Pipe,1.2840254166877414
345,639053,HÃ¼sker DÃ¼,545726,Guided by Voices,1.1331484530668263
346,639053,HÃ¼sker DÃ¼,582629,The Subways,1.4549914146182013
347,639053,HÃ¼sker DÃ¼,607094,Toadies,1.1331484530668263
348,639053,HÃ¼sker DÃ¼,615304,Ash,1.2840254166877414
349,639053,HÃ¼sker DÃ¼,620495,The Breeders,1.1331484530668263
350,639053,HÃ¼sker DÃ¼,636394,Strung Out,1.2840254166877414
351,639053,HÃ¼sker DÃ¼,647796,Camper Van Beethoven,1.1331484530668263
352,639053,HÃ¼sker DÃ¼,668222,The Cribs,1.4549914146182013
353,639053,HÃ¼sker DÃ¼,740833,Grant Lee Buffalo,1.2840254166877414
354,639053,HÃ¼sker DÃ¼,751256,Superdrag,1.2840254166877414
355,639053,HÃ¼sker DÃ¼,755519,Soul Asylum,1.1331484530668263
356,639053,HÃ¼sker DÃ¼,755745,Swingin' Utters,1.2840254166877414
357,639053,HÃ¼sker DÃ¼,761108,Avail,1.4549914146182013
358,639053,HÃ¼sker DÃ¼,766078,The Get Up Kids,1.2840254166877414
359,639053,HÃ¼sker DÃ¼,798606,Fugazi,1.1331484530668263
360,639053,HÃ¼sker DÃ¼,804431,Dropkick Murphys,1.2840254166877414
361,639053,HÃ¼sker DÃ¼,808336,Ryan Adams,1.2840254166877414
362,639053,HÃ¼sker DÃ¼,808944,Jawbreaker,1.1331484530668263
363,639053,HÃ¼sker DÃ¼,832507,Rocket from the Crypt,1.2840254166877414
364,639053,HÃ¼sker DÃ¼,840523,Sebadoh,1.1331484530668263
365,639053,HÃ¼sker DÃ¼,855836,The Promise Ring,1.2840254166877414
366,639053,HÃ¼sker DÃ¼,860080,Nada Surf,1.2840254166877414
367,639053,HÃ¼sker DÃ¼,895136,Pixies,1.1331484530668263
368,639053,HÃ¼sker DÃ¼,925528,Throwing Muses,1.1331484530668263
369,639053,HÃ¼sker DÃ¼,925636,Therapy?,1.2840254166877414
370,639053,HÃ¼sker DÃ¼,937003,My Bloody Valentine,1.1331484530668263
371,639053,HÃ¼sker DÃ¼,938638,Buffalo Tom,1.1331484530668263
372,639056,Bush,307102,Puddle of Mudd,1.0
373,639056,Bush,567153,Daughtry,1.1331484530668263
374,639056,Bush,665860,Godsmack,1.0
375,639056,Bush,752812,Smile Empty Soul,1.0
376,639056,Bush,762097,Blue October,1.0
377,639056,Bush,782768,Creed,1.0
378,639056,Bush,816844,Hinder,1.1331484530668263
379,639056,Bush,860561,The Fray,1.1331484530668263
380,639056,Bush,868616,Nickelback,1.0
381,639056,Bush,923323,3 Doors Down,1.0
382,639056,Bush,934367,Breaking Benjamin,1.1331484530668263
383,196690,Lee Greenwood,81619,Keith Urban,1.2840254166877414
384,196690,Lee Greenwood,118189,Clay Walker,1.2840254166877414
385,196690,Lee Greenwood,196976,Gretchen Wilson,1.4549914146182013
386,196690,Lee Greenwood,368112,Martina McBride,1.2840254166877414
387,196690,Lee Greenwood,580058,Aaron Tippin,1.1331484530668263
388,196690,Lee Greenwood,676818,Darryl Worley,1.2840254166877414
389,196690,Lee Greenwood,732652,Kellie Pickler,1.4549914146182013
390,327765,John Barry,149173,Carter Burwell,1.4549914146182013
391,327765,John Barry,150530,James Horner,1.2840254166877414
392,327765,John Barry,278644,Howard Shore,1.1331484530668263
393,327765,John Barry,747028,Trevor Jones,1.2840254166877414
394,327765,John Barry,931869,Alan Silvestri,1.2840254166877414
395,327765,John Barry,944643,Georges Delerue,1.0
396,327765,John Barry,961427,Hans Zimmer,1.2840254166877414
397,82013,The Impressions,7448,The Delfonics,1.1331484530668263
398,82013,The Impressions,33161,Sly & the Family Stone,1.1331484530668263
399,82013,The Impressions,46727,Edwin Starr,1.0
400,82013,The Impressions,51736,The Manhattans,1.1331484530668263
401,82013,The Impressions,57124,The Chambers Brothers,1.0
402,82013,The Impressions,92942,Chic,1.2840254166877414
403,82013,The Impressions,103033,Chuck Jackson,1.1331484530668263
404,82013,The Impressions,129775,Parliament,1.1331484530668263
405,82013,The Impressions,162820,Gene Chandler,1.0
406,82013,The Impressions,182360,Donny Hathaway,1.1331484530668263
407,82013,The Impressions,482787,The Whispers,1.1331484530668263
408,82013,The Impressions,577235,The Staple Singers,0.8394570207692074
409,82013,The Impressions,578141,The Spinners,1.0
410,82013,The Impressions,760977,The Five Stairsteps,1.1331484530668263
411,82013,The Impressions,762731,The Chi-Lites,1.1331484530668263
412,82013,The Impressions,766094,Commodores,1.1331484530668263
413,82013,The Impressions,806507,Tyrone Davis,1.2840254166877414
414,82013,The Impressions,892771,The O'Jays,1.1331484530668263
415,868456,Melba Montgomery,13384,Tanya Tucker,1.1331484530668263
416,868456,Melba Montgomery,159699,Emmylou Harris,1.0
417,868456,Melba Montgomery,352999,K.T. Oslin,1.1331484530668263
418,868456,Melba Montgomery,409968,Reba McEntire,1.1331484530668263
419,868456,Melba Montgomery,788569,Barbara Mandrell,0.8394570207692074
420,131178,James Burton,341652,Roy Clark,0.8394570207692074
421,131178,James Burton,610880,Brad Paisley,1.4549914146182013
422,262255,Mariah Carey,2750,Total,1.1331484530668263
423,262255,Mariah Carey,73682,Kelly Rowland,1.1331484530668263
424,262255,Mariah Carey,92107,Keyshia Cole,1.2840254166877414
425,262255,Mariah Carey,164053,Faith Evans,1.1331484530668263
426,262255,Mariah Carey,167361,Dru Hill,1.1331484530668263
427,262255,Mariah Carey,170770,Erykah Badu,1.1331484530668263
428,262255,Mariah Carey,193305,Cassie,1.2840254166877414
429,262255,Mariah Carey,210991,Destiny's Child,1.1331484530668263
430,262255,Mariah Carey,231397,Lil' Mo,1.1331484530668263
431,262255,Mariah Carey,266129,Jennifer Hudson,1.2840254166877414
432,262255,Mariah Carey,490738,Monica,1.1331484530668263
433,262255,Mariah Carey,546738,Jazmine Sullivan,1.2840254166877414
