,artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,label
343,83013,0.579209677,0.674419355,0.75066129,0.5601390182891425,-0.34732709676,1,0.7272727272727273,0.36248371,0.012834778,0.27993709699999997,0.050719355,0.12410635329268294,1
347,477875,0.585725806,0.60633871,0.7316129029999999,0.5965683273659763,-0.35268516128,1,0.0,0.455708065,0.009334161,0.215622581,0.040716129,0.10249487609756097,1
350,259529,0.554317073,0.274136585,0.632455285,0.6010873021095413,-0.5809398372,1,0.0,0.923081301,0.582432293,0.138591057,0.060864228,0.14445687585365855,2
525,766094,0.625311111,0.522731111,0.57824,0.578627400329011,-0.47184888880000003,1,0.09090909090909091,0.31751688899999997,0.059429815999999996,0.11514,0.04772,0.1706294986585366,1
566,793227,0.5462,0.197629412,0.431776471,0.5221366934391329,-0.6204724704,1,0.6363636363636364,0.8790705879999999,0.297976546,0.161005882,0.055477647000000005,0.1662486800609756,2
572,489303,0.480547619,0.638416667,0.647690476,0.5968989902264369,-0.42543952399999996,1,0.0,0.21387657100000002,0.16936420800000002,0.18168095199999998,0.057213095,0.10417850609756098,0
589,206407,0.35917073200000005,0.837146341,0.602707317,0.672402724501645,-0.39421658536000004,1,0.6363636363636364,0.058325028,0.051423468,0.25407561,0.066465854,0.07770276621951219,0
607,226380,0.513225,0.44706999999999997,0.5738,0.5943979823882329,-0.459527,1,0.7272727272727273,0.729575,0.320889351,0.12613,0.0490025,0.26528413109756094,2
617,178654,0.442102564,0.371165385,0.41795128200000004,0.5398899820979292,-0.7066707692,1,0.6363636363636364,0.7057923079999999,0.612211128,0.195576923,0.034253846,0.22431957475609754,2
629,814387,0.547448718,0.589320513,0.4362,0.5457943782659183,-0.28425435896,1,0.7272727272727273,0.372033474,2.51e-05,0.207873077,0.086073077,0.15179333176829268,1
648,597309,0.677842105,0.6801842109999999,0.684763158,0.5590732688213663,-0.33615684211999997,1,0.7272727272727273,0.187288158,0.006659633000000001,0.132805263,0.050065789000000006,0.1645334082317073,1
650,672910,0.535421053,0.731315789,0.669973684,0.6165427356299592,-0.3353463158,1,0.18181818181818182,0.309564658,0.24426504300000002,0.19815,0.047647367999999996,0.0847334242682927,0
685,484396,0.538222222,0.22866388899999998,0.4825,0.5066417756918908,-0.68988,1,0.0,0.43775,0.23190219399999998,0.17878611100000003,0.073308333,0.20900291329268292,2
690,894847,0.7001111109999999,0.725527778,0.818555556,0.6147975667698858,-0.36685,1,0.45454545454545453,0.12938333300000002,0.004129978,0.236838889,0.075275,0.16688252030487805,1
695,134600,0.72,0.459957746,0.552084507,0.44511362739500676,-0.39476169016,1,0.09090909090909091,0.33092563399999997,0.102828992,0.216977465,0.19615774600000002,0.19763485914634146,1
710,330575,0.559485714,0.6409999999999999,0.8071142859999999,0.5554856367331141,-0.27512342856,1,0.7272727272727273,0.589771429,0.000313703,0.219868571,0.036085714,0.0979744425,0
720,865016,0.6856,0.540542857,0.665937143,0.5511567916586027,-0.5029440000000001,0,0.45454545454545453,0.275268571,0.006155979000000001,0.205462857,0.049605714,0.17015015676829268,1
732,246960,0.7240000000000001,0.637088235,0.765411765,0.5675666561834719,-0.4647235296,1,0.18181818181818182,0.232007353,0.039911366000000004,0.212211765,0.051629412,0.18347942969512196,0
752,169795,0.531787879,0.46318181799999997,0.40772727299999995,0.6013874472614669,-0.4228836364,1,0.0,0.466732424,0.014615497,0.163,0.049018182,0.16459172207317074,0
759,396372,0.44630303,0.435587879,0.5312727270000001,0.5632377820785756,-0.5258121212,1,0.45454545454545453,0.586842424,0.263095829,0.221909091,0.047477273,0.24955376018292683,2
766,798606,0.433151515,0.735424242,0.456,0.5874792534352622,-0.34200363636,1,0.8181818181818182,0.070362615,0.35955918200000003,0.24523636399999998,0.070751515,0.10861816335365854,0
771,960690,0.507363636,0.77630303,0.716,0.5963580060963808,-0.25868363635999997,1,0.8181818181818182,0.09315,0.062806185,0.201484848,0.038739393999999996,0.11995665189024389,0
782,1061166,0.509123077,0.8192,0.517775385,0.6266187042771434,-0.17618769232,1,0.18181818181818182,0.057417237,0.011150838,0.214046154,0.055692307999999996,0.12865974670731706,0
787,137494,0.54246875,0.53184375,0.851875,0.5477474235533192,-0.42031875,1,1.0,0.582859688,0.060869034,0.163584375,0.047225,0.08639201603658536,1
809,665957,0.531274194,0.590064516,0.589629032,0.5426528933617186,-0.4268212904,1,0.0,0.348009677,0.000133669,0.23912741899999998,0.054651612999999995,0.20457757670731708,1
813,61226,0.667704918,0.557409836,0.507688525,0.5646947687245985,-0.34410885244,1,0.5454545454545454,0.24602295100000002,0.017433481,0.16242459,0.048978689000000006,0.1745719612195122,1
844,589630,0.3928,0.8801,0.4476,0.6124138765240952,-0.20654533332,0,0.36363636363636365,0.034671297000000004,0.037569924,0.2168,0.082703333,0.11644493902439025,0
849,926237,0.532266667,0.739166667,0.510066667,0.5735196114766788,-0.26851866668,1,0.6363636363636364,0.038173563,0.004100601,0.169103333,0.037489999999999996,0.1512525812804878,0
861,31067,0.6016551720000001,0.44844827600000003,0.718689655,0.5841385649312947,-0.4537806896,1,0.45454545454545453,0.632417241,5.24e-05,0.185306897,0.044455172,0.10479224140243903,1
872,482787,0.701275862,0.599517241,0.765293103,0.5502868835881555,-0.36207172412,0,0.0,0.202216724,0.018653823,0.110660345,0.056331034,0.19360231286585367,1
887,551815,0.356185965,0.19449122800000002,0.279019298,0.48448317447261463,-0.7329571928,0,0.8181818181818182,0.74757193,0.458688641,0.172768421,0.042450877000000005,0.20707931109756098,2
890,608945,0.6704912279999999,0.554017544,0.559052632,0.5664821284110703,-0.25320771928,0,0.6363636363636364,0.242884035,0.003291502,0.23472631600000002,0.073401754,0.1627709563414634,1
900,216294,0.442714286,0.35875,0.35810714299999996,0.500107654344881,-0.4920257144,0,0.45454545454545453,0.7350714290000001,0.099871656,0.157196429,0.041967857000000004,0.23109904182926827,2
908,639053,0.317235714,0.888035714,0.382,0.6651362352428876,-0.4483671428,1,0.6363636363636364,0.047193125,0.16801993199999998,0.267575,0.076257143,0.11232465158536586,0
988,125506,0.7140588240000001,0.5919411760000001,0.607843137,0.5561201935359009,-0.2865309804,1,0.09090909090909091,0.29089392199999997,1.61e-06,0.188611765,0.11753137300000001,0.15914383073170732,1
1018,596922,0.48736,0.32358000000000003,0.4795,0.5308565898974259,-0.6460656,0,0.0,0.74428,0.439488868,0.14871199999999998,0.070012,0.20567443902439025,2
1026,790227,0.55272,0.20783600000000002,0.55524,0.5801869556802787,-0.8088864000000001,1,0.7272727272727273,0.9225200000000001,0.865,0.12292,0.052736,0.15713360975609755,2
1046,164053,0.680583333,0.555979167,0.548995833,0.5155215792529514,-0.29462,1,1.0,0.180669375,0.00016954,0.16390833300000002,0.0974125,0.16848647103658537,1
1060,825032,0.603833333,0.30795833300000003,0.7070000000000001,0.6636128314302302,-0.50513,1,0.45454545454545453,0.856916667,0.17854965,0.211204167,0.112191667,0.10949763719512196,2
1072,133832,0.531255319,0.35156170200000003,0.497723404,0.5542974235533191,-0.5046212764,1,0.45454545454545453,0.6781,0.284138075,0.32112766,0.077465957,0.20272752981707315,2
1073,176358,0.671595745,0.798978723,0.7052340429999999,0.5416959715502226,-0.29017361704,0,1.0,0.141202128,0.225154585,0.18714893600000002,0.07945319099999999,0.1877375843292683,1
1082,49374,0.548130435,0.8320000000000001,0.62973913,0.5695521748596865,-0.31749739132,1,0.0,0.077128239,0.12113367300000001,0.21693478300000002,0.044026087,0.1869317868292683,0
1127,6143,0.33083720899999997,0.376827907,0.32215814,0.4695350862686278,-0.6339934884,1,0.8181818181818182,0.655506977,0.326167219,0.158465116,0.042797674,0.25245553036585366,2
1138,51736,0.56752381,0.42819047600000004,0.530333333,0.5640463286239598,-0.47006857160000004,1,0.9090909090909091,0.3903,2.22e-05,0.174190476,0.045233333,0.1543948606097561,1
1179,8828,0.65355,0.76825,0.6917,0.5749170214824849,-0.267394,1,1.0,0.1073915,0.088086304,0.16743,0.046560000000000004,0.1476809756097561,0
1202,474150,0.4918,0.6971,0.42775,0.6430849622604993,-0.30758199999999997,1,0.0,0.34355355,0.433643654,0.127325,0.043525,0.14945618902439023,0
1210,634674,0.589125,0.20459000000000002,0.5983,0.5540036529901297,-0.526938,1,0.45454545454545453,0.897025,0.22138115,0.198825,0.06462000000000001,0.13291140243902438,2
1231,424292,0.554641026,0.11169487199999999,0.34871794899999997,0.4935860218695568,-0.8073528204,1,0.0,0.9575897440000001,0.722056815,0.122897436,0.053151282,0.14056893371951218,2
1236,852688,0.5067948720000001,0.836205128,0.42282051299999995,0.6560447711437971,-0.22257641024000002,1,0.18181818181818182,0.020268267,0.0631213,0.238805128,0.051830769000000006,0.15259851469512195,0
1241,81403,0.708789474,0.7805263159999999,0.8836842109999999,0.6003537125024192,-0.3090463158,1,0.8181818181818182,0.18947578899999998,0.126366765,0.217805263,0.059894737,0.16021951219512195,0
1242,81841,0.503578947,0.306384211,0.42400526299999997,0.587754525353203,-0.6164694736,1,0.18181818181818182,0.886526316,0.670837105,0.1166,0.046342105,0.18885240695121952,2
1245,119111,0.528342105,0.267831579,0.606210526,0.5376003328817496,-0.6968252631999999,0,0.18181818181818182,0.873157895,0.618581053,0.169684211,0.051605263,0.16665102695121953,2
1288,3180014,0.494918919,0.355432432,0.30065945899999996,0.5045648321076059,-0.39653513511999994,1,1.0,0.6956756759999999,0.000864883,0.139502703,0.066767568,0.13871748518292681,1
1296,182302,0.496944444,0.35125,0.40505555600000004,0.6096176591832785,-0.5148066668,1,0.6363636363636364,0.435744444,0.056605503,0.171122222,0.033155556,0.16447611786585364,0
1355,509356,0.632235294,0.451176471,0.475882353,0.5483794213276563,-0.5086564704,1,0.0,0.409074118,9.620000000000001e-05,0.1494,0.034741176,0.17784264707317074,1
1434,636044,0.4954375,0.5026875,0.7330625,0.6017956502806271,-0.3604725,1,0.7272727272727273,0.782,1.59e-05,0.268375,0.06205625,0.08944153963414635,1
1438,680522,0.752875,0.463375,0.7148125,0.6056533651054771,-0.5954175,1,0.8181818181818182,0.2873375,0.054370019000000006,0.1327625,0.067625,0.14111280487804878,0
1445,919812,0.7403125,0.504825,0.6938125,0.5703802375653184,-0.54889,1,1.0,0.08152625,0.026380941,0.1979125,0.07990625,0.2510381097560976,1
1463,317108,0.673064516,0.523580645,0.646258065,0.5394346564737759,-0.48209161279999996,1,0.6363636363636364,0.35347419399999996,0.001909968,0.165670968,0.046954839000000005,0.1622140637195122,1
1483,47421,0.590866667,0.8084,0.6938333329999999,0.6472845301916006,-0.27943866668,1,0.9090909090909091,0.29013,0.09419568199999999,0.5898133329999999,0.134723333,0.12161211384146342,1
1519,770007,0.3116,0.832733333,0.356306667,0.6010660600928972,-0.4754133332,1,1.0,0.0054583999999999995,0.500755333,0.299406667,0.067046667,0.18306939024390242,0
1531,49774,0.754586207,0.574482759,0.5599655170000001,0.46055137710470295,-0.21308827588,0,0.0,0.216557241,8.149999999999999e-05,0.163889655,0.118910345,0.1677982968902439,1
1563,209773,0.523785714,0.24177142899999998,0.45489285700000004,0.5109683017224694,-0.7211085716,1,0.0,0.896392857,0.583084929,0.17502857100000002,0.059325,0.1492470818902439,2
1575,511773,0.511,0.293464286,0.48664285700000004,0.635416724404877,-0.4528171428,1,0.45454545454545453,0.8977857140000001,0.155638521,0.21533571399999998,0.042678571,0.11521659408536584,2
1591,806877,0.6713571429999999,0.30645,0.743642857,0.599562125024192,-0.6046085716,1,0.7272727272727273,0.585785714,0.002069786,0.122642857,0.07085,0.1011539198780488,1
1608,188432,0.609481481,0.508814815,0.57537037,0.6107353290110314,-0.5364074076,1,0.9090909090909091,0.31135555600000003,0.53934563,0.247185185,0.042914815,0.21212504518292685,2
1618,18137,0.506307692,0.14292307699999998,0.319107692,0.5077559512289529,-0.7825969232,1,0.0,0.944153846,0.759307692,0.099561538,0.039392308,0.16976674481707316,2
1641,428717,0.5025384620000001,0.8717692309999999,0.796076923,0.557595912037933,-0.25142769232,1,0.6363636363636364,0.43173076899999996,2.19e-07,0.247507692,0.059584615,0.08917767353658536,0
1645,520583,0.48492307700000004,0.5267692310000001,0.427846154,0.6269941639249079,-0.33806769232,1,0.18181818181818182,0.1908,0.136816846,0.221461538,0.037092308,0.2106810975609756,0
1667,824866,0.476307692,0.198538462,0.40646153799999996,0.5259948490419973,-0.8177107692,1,0.7272727272727273,0.930076923,0.8969230770000001,0.111669231,0.043261537999999995,0.1167760787804878,2
1726,180449,0.693583333,0.4085,0.649125,0.5981325803173989,-0.507885,0,0.09090909090909091,0.314679167,1.17e-06,0.1099,0.063854167,0.1851189024390244,1
1731,228299,0.41966666700000005,0.672666667,0.566916667,0.5988609604219082,-0.5204566667999999,0,0.0,0.2683325,0.682326667,0.177666667,0.0481,0.17462733737804878,2
1776,3420473,0.612208333,0.564666667,0.613666667,0.6131650778982001,-0.33685333332,1,0.8181818181818182,0.287060833,0.032527993,0.145704167,0.09367083300000001,0.14471044207317074,1
1777,31022,0.5180869570000001,0.321443478,0.41956521700000005,0.522645593671376,-0.8092017391999999,1,0.8181818181818182,0.579517391,0.10339311300000001,0.283934783,0.20464347800000002,0.07163027573170731,0
1789,274637,0.657826087,0.581130435,0.585434783,0.5324772174375846,-0.27928000000000003,1,0.0,0.152921739,0.00012096299999999999,0.173486957,0.125208696,0.14971577414634146,1
1794,468938,0.7332173909999999,0.647565217,0.683304348,0.6007080888329784,-0.25757913044,1,0.5454545454545454,0.11480434800000001,0.000153304,0.162456522,0.128391304,0.1435958112195122,1
1831,156886,0.603090909,0.654181818,0.693454545,0.5310840647377588,-0.4157236364,1,0.8181818181818182,0.34960909100000004,0.567136364,0.12312727300000001,0.046663635999999994,0.17253664079268294,2
1906,398615,0.555238095,0.39480952399999997,0.579619048,0.5594516944068124,-0.46566857159999997,1,0.0,0.737142857,0.46406066700000004,0.166004762,0.055971429,0.20725511036585365,2
1915,807361,0.667238095,0.503047619,0.48295238100000004,0.5001877757886588,-0.30072190476,0,0.9090909090909091,0.146142857,0.000452674,0.134238095,0.098614286,0.16585551682926827,1
1957,235881,0.4917,0.3675,0.6249,0.5729867427907877,-0.480692,1,0.7272727272727273,0.51274,0.2079886,0.13329000000000002,0.07615,0.12008689024390244,2
1987,624504,0.6424,0.4249,0.7823,0.553677665957035,-0.49805999999999995,1,0.8181818181818182,0.40093,0.001247032,0.2058,0.04028,0.10029274390243903,0
1988,634377,0.462,0.4734,0.4691,0.560911070253532,-0.486496,1,0.6363636363636364,0.22264,0.65950153,0.16366,0.04018,0.16556170731707318,0
1991,664272,0.59175,0.79015,0.574495,0.6756614089413586,-0.217586,1,0.5454545454545454,0.0803005,0.075473335,0.18412,0.151065,0.14938454268292684,1
2035,46381,0.530894737,0.550421053,0.710789474,0.653327035029998,-0.5692021052,1,0.5454545454545454,0.083848737,0.039532258,0.227742105,0.035552632,0.1616644736585366,0
2037,81796,0.589526316,0.312389474,0.599,0.48582425924133926,-0.5109557896,1,0.45454545454545453,0.848,0.232820238,0.146505263,0.041131579,0.23606171371951218,2
2042,228444,0.681421053,0.545578947,0.7070000000000001,0.5107134855815754,-0.5029873683999999,1,0.9090909090909091,0.307589474,0.364540042,0.152684211,0.039184211000000004,0.17192974969512195,2
2048,463527,0.387052632,0.607736842,0.444052632,0.6322171066382813,-0.47608000000000006,1,1.0,0.331189474,0.488215789,0.14386315800000002,0.0491,0.26988831835365856,2
2077,51376,0.5041111110000001,0.724666667,0.663333333,0.6333559125217728,-0.39366222223999997,1,0.6363636363636364,0.103094511,0.318283889,0.244711111,0.063822222,0.1466946476829268,0
2128,355412,0.38322222200000006,0.785444444,0.277455556,0.6971340560286432,-0.29436888888,1,0.9090909090909091,0.034208567,0.271215489,0.13408888900000002,0.053011111,0.14766124658536586,0
2131,382565,0.318,0.958333333,0.332777778,0.6273315700599961,-0.21991999999999998,1,0.18181818181818182,2.0300000000000002e-05,0.455062222,0.129722222,0.079655556,0.15044261518292681,0
2145,503279,0.364944444,0.411811111,0.38833333299999995,0.5357925832204374,-0.5751044444,1,0.9090909090909091,0.47566666700000004,0.2505148,0.266883333,0.0715,0.2540869241463415,2
2175,813731,0.614222222,0.6629999999999999,0.5495555560000001,0.5782175343526224,-0.36894222224000006,1,0.9090909090909091,0.307866667,0.0007992769999999999,0.147844444,0.034544444,0.15306768292682926,0
2224,546738,0.590117647,0.582647059,0.523470588,0.5373655210954132,-0.24231529411999997,0,0.7272727272727273,0.2622,0.000298824,0.145835294,0.07411764700000001,0.14813654951219513,1
2228,600228,0.46164705899999997,0.542529412,0.47100000000000003,0.5519202748209793,-0.5624282352000001,0,0.36363636363636365,0.509235294,0.580823529,0.242211765,0.045905882,0.2476959468902439,2
2255,49367,0.628625,0.517125,0.76225,0.5752987710470292,-0.583245,1,0.45454545454545453,0.10555,0.014696513999999999,0.0854625,0.0369875,0.16996135670731707,1
2287,171015,0.299875,0.2052,0.1382625,0.4880630685117089,-0.798365,1,0.0,0.876125,0.7352125,0.1929,0.037775,0.2824787347560976,2
2296,238686,0.745,0.5364375,0.5875625,0.4912418956841494,-0.287445,1,1.0,0.2498225,0.0006250219999999999,0.1348125,0.121175,0.1587923780487805,1
2314,420504,0.332625,0.8029999999999999,0.38025,0.5521325237081478,-0.46418,1,0.8181818181818182,0.011763763,0.208657024,0.16495,0.07545,0.1910935213414634,0
2352,786360,0.389375,0.812375,0.3540125,0.5908911118637508,-0.423035,1,0.36363636363636365,0.00171395,0.13289065,0.237975,0.077875,0.10039939024390244,0
2355,794401,0.475125,0.1582375,0.3225,0.591587236307335,-0.560295,1,0.6363636363636364,0.889625,0.002420251,0.1155375,0.05885,0.10611935975609756,0
2392,102399,0.5872,0.395866667,0.5592,0.5878014321656667,-0.5891466668,1,0.6363636363636364,0.40652,0.616733333,0.1108,0.033993333,0.19764223579268292,2
2396,151290,0.45846666700000005,0.4564,0.69,0.6060938005612542,-0.6428506668,1,0.6363636363636364,0.5610666670000001,0.575521333,0.195426667,0.032986667000000004,0.14610772359756097,2
2405,365821,0.846,0.5938,0.764466667,0.5722001804722275,-0.39279733332,1,0.9090909090909091,0.179326667,0.402562333,0.095413333,0.074853333,0.2136681707317073,1
2415,796166,0.44906666700000003,0.44573333299999995,0.5416,0.5448796850203212,-0.5751333332,1,0.7272727272727273,0.514613333,0.15134732,0.117006667,0.046833333,0.2401368699390244,2
2446,126144,0.539642857,0.461,0.7275,0.6098437197600155,-0.30555428572,1,0.45454545454545453,0.809142857,0.00024932599999999996,0.214542857,0.048385714,0.09337743902439025,1
2481,255576,0.576142857,0.656571429,0.622,0.5903418671376041,-0.5019542856,1,0.36363636363636365,0.059712857,6.409999999999999e-05,0.112185714,0.036357143,0.16077700347560975,0
2489,305468,0.513928571,0.767428571,0.538785714,0.6223343884265532,-0.4194485716,1,0.45454545454545453,0.054069000000000006,0.001373565,0.22868571399999998,0.039035714,0.15783388499999998,0
2501,390185,0.5692857139999999,0.8352857140000001,0.614,0.6554521826011225,-0.17239428572,1,1.0,0.0288,0.001465253,0.163814286,0.043457143,0.11181297908536586,0
2510,478246,0.548714286,0.548142857,0.5567142860000001,0.47255591803754593,-0.40247428560000004,0,0.6363636363636364,0.5697142860000001,0.00035548599999999996,0.2337,0.041757143,0.13306620207317071,1
2519,532610,0.6454285710000001,0.5251428570000001,0.38485714299999996,0.5551031270563189,-0.26519428572,0,0.45454545454545453,0.3485,0.00044422900000000003,0.141757143,0.126142857,0.1521114982317073,1
2528,582024,0.418428571,0.46171428600000003,0.3885,0.5297872488871684,-0.4838457144,1,0.8181818181818182,0.31469142899999997,0.019903599999999997,0.216142857,0.032571429,0.1591138501829268,0
2535,634463,0.385428571,0.8638571429999999,0.565571429,0.5465474579059415,-0.25658285715999996,1,0.18181818181818182,0.010489571000000001,0.000531579,0.27814285699999997,0.0542,0.12141576652439023,0
2538,672011,0.36014285700000004,0.7507142859999999,0.45985714299999997,0.6740813958776853,-0.4719142856,1,0.09090909090909091,0.070620571,0.18906037,0.130342857,0.06401428599999999,0.2753030487804878,0
2546,759491,0.361714286,0.859571429,0.419285714,0.6564640990903813,-0.29405142856,1,0.6363636363636364,0.036974714,0.004042779,0.24874285699999998,0.152171429,0.1053797038414634,0
2550,767741,0.447285714,0.6037,0.575571429,0.6316210015482872,-0.5807199999999999,0,0.9090909090909091,0.210687371,0.781428571,0.144114286,0.058014286,0.2269348432317073,2
2572,958117,0.7,0.484714286,0.688857143,0.5783737454035224,-0.5849942856,1,0.0,0.338157143,0.39034855700000004,0.119242857,0.036714286,0.18282116725609757,2
2604,651972,0.642846154,0.491846154,0.461923077,0.5923043424617767,-0.43251999999999996,1,0.09090909090909091,0.175184615,0.0,0.169784615,0.0772,0.1799438086585366,1
2617,934305,0.396692308,0.307538462,0.162846154,0.5174502390168376,-0.6840430768,1,0.6363636363636364,0.7424615379999999,0.754307805,0.103515385,0.040323077,0.24855844280487807,2
2624,8125,0.610833333,0.7625,0.8221666670000001,0.5950898330752855,-0.21509333331999997,1,0.9090909090909091,0.3445,0.058056653,0.1407,0.049216667,0.13718963414634147,1
2641,45475,0.44799999999999995,0.728166667,0.3295,0.5872193729436811,-0.33058666668000003,1,0.8181818181818182,0.11610266699999999,0.5655640000000001,0.258166667,0.11505,0.1878699187195122,0
2763,665944,0.50775,0.315333333,0.5043333329999999,0.4897232436616993,-0.6684433332,1,0.6363636363636364,0.627,0.19888689999999998,0.285,0.05215,0.2694878048780488,2
2775,753422,0.38683333299999995,0.321833333,0.09465,0.54982339849042,-0.5823066668,1,0.09090909090909091,0.62925,0.905166667,0.13968333300000002,0.04515,0.16747560975609757,0
2777,757177,0.548166667,0.674,0.852833333,0.7705752854654537,-0.45255333319999996,1,0.6363636363636364,0.08567166699999999,0.00041003199999999995,0.196366667,0.10713333300000001,0.09418231707317073,0
2788,780581,0.40833333299999997,0.9358333329999999,0.5638333329999999,0.5136926649893555,-0.17745333332000002,1,0.18181818181818182,0.00047908300000000005,0.000271805,0.242333333,0.070183333,0.09507997969512196,0
2795,829125,0.698333333,0.745833333,0.7709999999999999,0.5559867103735242,-0.3557,1,0.8181818181818182,0.020923333,0.0969345,0.137333333,0.055083333,0.2608360772560976,1
2825,34617,0.434181818,0.452545455,0.47636363600000003,0.5971858118831043,-0.4709345456,0,0.45454545454545453,0.679454545,0.154424282,0.138727273,0.055481817999999995,0.28750554323170735,2
2829,101795,0.655545455,0.561545455,0.5612727270000001,0.5231719653570737,-0.39244727271999996,1,1.0,0.2583,0.320083825,0.251945455,0.041054545,0.19015227274390245,2
2860,2831504,0.7840909090000001,0.669181818,0.7411818179999999,0.5632303778788464,-0.2518181818,0,0.0,0.143290909,0.017469909,0.156181818,0.052972727000000004,0.1262070399390244,0
2865,8245,0.3894,0.5168,0.5184,0.4548925875749952,-0.348296,1,0.5454545454545454,0.6608,0.000332162,0.3788,0.03508,0.11383743902439024,0
2894,80649,0.3616,0.7942,0.5702,0.7513431391523128,-0.191672,1,0.0,0.10828399999999999,0.00070933,0.12788,0.0584,0.11640329268292683,0
2897,87597,0.579,0.732,0.7476,0.5285271917940778,-0.33677599999999996,1,0.18181818181818182,0.07302660000000001,0.0943334,0.14986,0.038560000000000004,0.17903573170731707,0
2949,266129,0.7040000000000001,0.7208,0.5242,0.5659967098896845,-0.163808,1,1.0,0.14732,0.0,0.11064,0.07238,0.1349980487804878,1
2988,490805,0.6294,0.7514,0.8002,0.5832601122508225,-0.37516,1,0.09090909090909091,0.5728,1.12e-06,0.14937999999999999,0.0649,0.10104548780487806,0
2995,515790,0.6074,0.5456,0.6326,0.48601606347977544,-0.42583999999999994,1,0.18181818181818182,0.23376,0.3637,0.16268,0.03932,0.19985853658536584,2
2999,551115,0.6258,0.4984,0.4846,0.525873814592607,-0.315704,0,0.8181818181818182,0.4157,0.0,0.09838,0.14207999999999998,0.14492317073170732,1
3016,623518,0.47298,0.474,0.6138,0.4805588349138765,-0.516848,1,0.45454545454545453,0.42826899999999996,0.10010836199999999,0.1606,0.04386,0.1086885975609756,0
3027,674262,0.5856,0.6638,0.8236,0.4790661892781111,-0.379096,1,0.6363636363636364,0.294,0.0293224,0.16136,0.0972,0.17225500000000002,1
3042,785817,0.4934,0.462,0.7996,0.7216537642732727,-0.417864,1,0.9090909090909091,0.7516,4.6799999999999996e-07,0.21984,0.0523,0.09295609756097561,1
3057,824879,0.5836,0.46013999999999994,0.5329999999999999,0.5016179601316044,-0.517456,1,0.45454545454545453,0.7576,0.54102,0.15674000000000002,0.04564,0.18442439024390245,2
3074,897382,0.5892,0.8792,0.42700000000000005,0.6530356106057674,-0.21039200000000002,1,0.18181818181818182,0.0116314,2.03e-06,0.17112,0.17214000000000002,0.15468134146341464,0
