,artist_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms
729,96379,0.596470588,0.46992941200000005,0.45255882399999997,111.5448382,-10.40854412,1,1.0,0.330156765,4.3200000000000007e-05,0.171364706,0.041619118,263581.0
735,482334,0.670558824,0.7061470590000001,0.884588235,124.72567649999999,-8.479647059,1,0.0,0.082325353,0.078802079,0.258861765,0.07082941200000001,204150.5588
764,684253,0.5480606060000001,0.249881818,0.41893181799999996,121.3077727,-16.57381818,0,5.0,0.7387575759999999,0.455237489,0.17374242399999998,0.043710606,310295.8485
780,503668,0.516307692,0.608430769,0.7118923079999999,117.7511385,-7.268215385,1,7.0,0.661298462,0.000838966,0.304690769,0.03726,180477.3385
813,61226,0.667704918,0.557409836,0.507688525,116.7111148,-8.602721311,1,6.0,0.24602295100000002,0.017433481,0.16242459,0.048978689000000006,286298.0164
833,184811,0.6304333329999999,0.7368,0.6666333329999999,120.46106670000002,-11.00473333,1,0.0,0.093929333,0.010357222,0.17909,0.03293,227428.0
847,781350,0.35243333299999996,0.9733,0.211246667,114.243,-3.4795,1,2.0,0.001197656,0.18485364,0.245986667,0.138713333,263212.6667
850,935330,0.6727333329999999,0.5821333329999999,0.517,112.8943,-7.597866667000001,1,2.0,0.22064899999999998,0.000111692,0.16969,0.048243333,276528.4
858,845662,0.661084746,0.497945763,0.46687457600000004,112.62389830000001,-9.092627119,0,1.0,0.2796,0.028900631,0.19461016899999997,0.166754237,262345.2881
893,36934,0.528214286,0.344978571,0.573964286,118.43107140000002,-14.51346429,1,5.0,0.851535714,0.40390784799999996,0.18244285699999999,0.046953571,408360.5714
904,376608,0.639214286,0.628035714,0.834107143,128.3561429,-6.148107143,1,0.0,0.585604286,0.001230164,0.255114286,0.036121429,155465.6429
922,834108,0.489527273,0.42676000000000003,0.324430909,118.04023640000001,-10.39789091,1,9.0,0.546704545,0.009446905,0.132090909,0.032783636,249631.4909
934,203639,0.501148148,0.496888889,0.701,116.27837040000001,-12.61437037,1,0.0,0.47400370399999997,0.0028622870000000003,0.390674074,0.044281481,204789.7778
978,804431,0.32477307699999997,0.900307692,0.483065385,125.2904231,-3.434884615,1,3.0,0.039228681,0.051878757000000005,0.224126923,0.076238462,200682.4615
1018,596922,0.48736,0.32358000000000003,0.4795,109.71744,-16.15164,0,0.0,0.74428,0.439488868,0.14871199999999998,0.070012,337306.08
1040,7689,0.726958333,0.6180416670000001,0.6094166670000001,125.76570829999999,-7.843583333,1,10.0,0.08402158300000001,0.126880084,0.14097083300000002,0.102770833,257195.5
1041,17021,0.517625,0.727625,0.465208333,113.44720829999999,-6.027416667000001,1,2.0,0.21561875,0.0007074710000000001,0.234854167,0.17609166699999998,175636.125
1050,204968,0.599,0.278795833,0.645833333,112.82683329999999,-19.448,1,5.0,0.772541667,0.48963325,0.150425,0.055683333,235834.9167
1072,133832,0.531255319,0.35156170200000003,0.497723404,114.5621915,-12.61553191,1,5.0,0.6781,0.284138075,0.32112766,0.077465957,332473.1489
1085,167361,0.659673913,0.494847826,0.460673913,114.85747830000001,-8.153630435,0,6.0,0.28367608699999997,9.959999999999999e-07,0.154297826,0.05767173900000001,285118.0435
1105,30431,0.297045455,0.509172727,0.21865,126.3904091,-11.00063636,1,4.0,0.230561005,0.6131272729999999,0.130431818,0.035836364,257260.5
1130,227776,0.511139535,0.244018605,0.526581395,103.0700465,-15.23374419,1,10.0,0.809906977,0.337314602,0.20765814,0.090874419,280781.2791
1143,184187,0.496571429,0.47902381,0.48337619,107.1107143,-12.76304762,1,7.0,0.6454047620000001,0.601751348,0.14372619,0.045802380999999996,254650.5476
1168,3391937,0.655857143,0.43652381,0.278585714,111.651619,-9.604619048,1,2.0,0.500661905,0.033296627,0.161890476,0.08731904800000001,216549.2857
1174,345168,0.652341463,0.616414634,0.7459268290000001,109.5421707,-10.49639024,0,1.0,0.276004878,0.266038044,0.148819512,0.05247561,303422.5122
1190,135152,0.6779999999999999,0.5846,0.62355,120.57075,-11.3845,0,5.0,0.1675365,2.29e-06,0.36124,0.08177999999999999,304335.35
1212,680476,0.3346,0.762,0.40835,143.6524,-7.89655,1,9.0,0.047220393,0.08986797199999999,0.20945999999999998,0.057420000000000006,193780.4
1242,81841,0.503578947,0.306384211,0.42400526299999997,121.4771053,-15.41173684,1,2.0,0.886526316,0.670837105,0.1166,0.046342105,309717.9474
1249,228087,0.551473684,0.340605263,0.6209473679999999,102.7332895,-10.77710526,1,7.0,0.800342105,0.11293104300000001,0.17000526300000002,0.039776316,364958.1579
1250,240665,0.44252631600000003,0.433226316,0.227794737,115.97810530000001,-10.73521053,1,9.0,0.48313894700000004,0.003363052,0.23214736800000002,0.078531579,307734.7368
1274,891264,0.42,0.8182631579999999,0.670684211,134.7347368,-6.960052632000001,1,9.0,0.089511816,0.076654073,0.204557895,0.046752632,279357.8421
1345,162820,0.54,0.396352941,0.6868235290000001,120.7288235,-11.36435294,1,5.0,0.7141764709999999,0.000745279,0.165270588,0.036305882000000005,158488.2353
1358,567570,0.7413529409999999,0.680588235,0.7523529409999999,112.087,-10.66764706,1,7.0,0.265758824,0.003908816,0.204394118,0.037411765,280615.3529
1382,601079,0.621,0.545454545,0.47278787899999997,135.4517879,-9.639818182,1,11.0,0.21388484800000002,4.8700000000000005e-05,0.157869697,0.032218182000000005,284080.0606
1383,781932,0.46978787899999996,0.49577575799999996,0.670969697,106.9693939,-12.82393939,0,0.0,0.5454242420000001,0.44151529899999997,0.161787879,0.04220303,174489.6364
1394,28772,0.41575,0.484125,0.5426875,124.053625,-10.3469375,1,7.0,0.51649375,0.004227675,0.18909375,0.03275625,193905.8125
1401,125822,0.2951875,0.9643125,0.29125,124.1014375,-5.577125,1,4.0,0.001264045,0.239710924,0.2471125,0.2251875,280822.5
1413,175459,0.575125,0.6126875,0.55635,113.3450625,-6.7589999999999995,1,4.0,0.44468125,0.033526388,0.12463125,0.07440625,262539.4375
1416,213510,0.518,0.299625,0.5415,135.3510625,-17.334,1,0.0,0.8108125,0.235606063,0.55675,0.0542375,478310.0
1417,217344,0.620125,0.6353125,0.4125625,106.57175,-7.2313125,0,8.0,0.13847225,0.000999147,0.20980625,0.0664375,294638.375
1440,799100,0.595,0.626625,0.4555,128.852625,-11.92275,1,9.0,0.09330875,0.155976865,0.1684,0.040425,305188.5
1464,360956,0.538322581,0.082935484,0.395741935,103.5292903,-20.132,1,8.0,0.958096774,0.631073035,0.122096774,0.07892258099999999,305611.7742
1471,747984,0.5259677420000001,0.269496774,0.43089354799999996,95.94732258,-15.18135484,0,0.0,0.767129032,0.43722829999999996,0.205003226,0.045635484000000004,379776.2903
1499,213165,0.5265333329999999,0.686666667,0.815733333,133.09006670000002,-9.582933333,1,8.0,0.526666667,0.091303259,0.21054,0.042273332999999996,151047.1333
1502,308871,0.500066667,0.314133333,0.46066666700000003,118.36113329999999,-13.1534,1,7.0,0.7978,0.006928231,0.254693333,0.039806667000000004,151866.6
1555,126048,0.625714286,0.702857143,0.811571429,124.26107140000002,-8.876285714,1,4.0,0.264785714,0.055765984000000005,0.229835714,0.04305,204224.7857
1558,131038,0.758857143,0.6494285710000001,0.777642857,119.50728570000001,-6.7039285710000005,1,9.0,0.180172143,0.012690554,0.197378571,0.035971429,209571.5
1575,511773,0.511,0.293464286,0.48664285700000004,131.32792859999998,-11.32042857,1,5.0,0.8977857140000001,0.155638521,0.21533571399999998,0.042678571,188955.2143
1585,684920,0.480785714,0.410242857,0.463271429,108.0261429,-14.04832143,1,7.0,0.421285714,0.41617607100000004,0.2227,0.043267857,229280.0
1602,83554,0.527444444,0.555318519,0.5817407410000001,107.34944440000001,-7.070518519,1,9.0,0.49072222200000004,0.006587304,0.172892593,0.03242963,220575.7407
1612,765435,0.56737037,0.32914814800000003,0.526237037,110.56700000000001,-14.72925926,1,5.0,0.87837037,0.6718888890000001,0.157066667,0.047066667,292553.2593
1653,670734,0.451769231,0.8307692309999999,0.679769231,145.1074615,-6.742999999999999,1,4.0,0.0038360770000000002,0.003302588,0.199161538,0.067330769,183174.3846
1696,507975,0.42863999999999997,0.47376,0.5324,115.36731999999999,-10.78984,1,5.0,0.61136,0.78112,0.150864,0.036712,148816.0
1699,590285,0.65536,0.65636,0.64736,112.60576,-8.4302,1,7.0,0.44864,0.075179336,0.15676800000000002,0.034792000000000003,215467.28
1700,674310,0.59628,0.284304,0.57724,116.6404,-15.4306,1,0.0,0.8481200000000001,0.541936206,0.136944,0.046468,265001.68
1718,106987,0.578583333,0.36316666700000005,0.6087083329999999,99.924125,-12.73995833,1,5.0,0.6732083329999999,0.039004267,0.12689166699999999,0.1096,189164.5
1726,180449,0.693583333,0.4085,0.649125,123.62204170000001,-12.697125,0,1.0,0.314679167,1.17e-06,0.1099,0.063854167,303595.0
1731,228299,0.41966666700000005,0.672666667,0.566916667,123.7725833,-13.01141667,0,0.0,0.2683325,0.682326667,0.177666667,0.0481,286388.8333
1741,404734,0.45233333299999995,0.8875,0.568333333,106.50041670000002,-5.492583333,1,9.0,0.006483958000000001,0.002520108,0.198591667,0.05815,148291.1667
1751,692251,0.524083333,0.432666667,0.684416667,115.154,-13.54666667,1,2.0,0.645416667,0.085214869,0.092725,0.032091667000000004,234977.0
1754,753004,0.612208333,0.564666667,0.613666667,126.72895829999999,-8.421333333,1,9.0,0.287060833,0.032527993,0.145704167,0.09367083300000001,237325.125
1777,31022,0.5180869570000001,0.321443478,0.41956521700000005,108.0203913,-20.23004348,1,9.0,0.579517391,0.10339311300000001,0.283934783,0.20464347800000002,117473.6522
1778,48061,0.47195652200000004,0.7800869570000001,0.332956522,132.8662174,-4.947347826000001,1,4.0,0.058720904000000004,0.0023990870000000003,0.200204348,0.059495652,230281.7826
1817,39828,0.700818182,0.400545455,0.480636364,111.1244545,-11.03427273,1,5.0,0.28557272699999997,0.000490845,0.09699999999999999,0.049427273,268135.8182
1831,156886,0.603090909,0.654181818,0.693454545,109.7644545,-10.39309091,1,9.0,0.34960909100000004,0.567136364,0.12312727300000001,0.046663635999999994,282960.0909
1845,312126,0.703818182,0.659636364,0.531545455,119.80145449999999,-5.000090909,1,1.0,0.132527273,2.66e-06,0.2955,0.083609091,264282.3636
1890,85397,0.85747619,0.716619048,0.789142857,110.268619,-5.782666667000001,1,1.0,0.07968619,0.05731695,0.19722857100000002,0.091809524,223716.2857
1904,275386,0.64847619,0.47752381,0.5889047620000001,111.7419048,-12.16042857,1,0.0,0.35662476200000004,0.072114845,0.454680952,0.050604762000000005,434527.5714
1935,67900,0.6729999999999999,0.6551,0.7857,127.45700000000001,-7.1393,1,0.0,0.29391999999999996,0.0061308,0.18384,0.04085,176566.5
1941,129551,0.4508,0.8427,0.5177,125.3675,-5.8196,0,11.0,0.02026323,0.06260675,0.14121,0.07465,208261.4
1945,149973,0.6771,0.4045,0.6091,110.9124,-10.8635,1,7.0,0.5327,0.002278428,0.10879000000000001,0.04213,145397.0
2000,758520,0.4161,0.8428,0.4347,143.1511,-10.9729,1,0.0,0.000131776,0.452360111,0.1941,0.07314,182221.5
2010,804559,0.6634,0.44575,0.6804,108.81105,-15.04415,1,0.0,0.34619,0.600702685,0.095075,0.037630000000000004,302204.7
2020,855780,0.5982,0.4727,0.6499,102.1817,-14.0225,1,5.0,0.136499,0.46335070000000006,0.09856000000000001,0.035019999999999996,293595.8
2022,884449,0.5039,0.7443,0.5368,120.1902,-5.9647,1,11.0,0.1429579,0.00010745600000000001,0.33842,0.08934,293074.8
2038,84446,0.664631579,0.43957894700000005,0.396684211,122.4042105,-9.236473684,0,9.0,0.286315789,0.002473882,0.187642105,0.111984211,267913.6842
2050,572737,0.392105263,0.8606315790000001,0.452631579,124.3357895,-8.658105263,0,6.0,0.00046836800000000004,0.164242789,0.154810526,0.073284211,224438.5263
2072,29604,0.503888889,0.712333333,0.727666667,128.2631111,-7.925666667000001,0,11.0,0.184004778,0.18617455600000002,0.145933333,0.07651111099999999,204179.3333
2080,66800,0.541111111,0.34366666700000004,0.738888889,109.90944440000001,-16.27466667,1,8.0,0.8354444440000001,0.43628199999999995,0.1348,0.037877778,293082.8889
2102,186805,0.549222222,0.530555556,0.500222222,121.40366670000002,-9.938444444,1,7.0,0.388022222,0.179918141,0.221022222,0.034866667000000004,264795.6667
2114,267814,0.691222222,0.6203333329999999,0.7997777779999999,106.35866670000001,-7.186888889,1,10.0,0.37731111100000003,0.089323333,0.163877778,0.050955556,258011.8889
2202,2031918,0.511444444,0.620111111,0.431888889,107.94133329999998,-7.2096666670000005,1,11.0,0.19501222199999999,0.042627099999999994,0.18294444399999998,0.040688889,236242.7778
2225,558954,0.597823529,0.6960588240000001,0.581176471,112.0130588,-5.947823529,1,5.0,0.153718824,0.0,0.10667058800000001,0.046023529,234992.0588
2249,35697,0.453375,0.429875,0.58925,137.732625,-11.394875,1,5.0,0.541375,0.007666056,0.203875,0.0326,215550.0
2302,303050,0.65625,0.49575,0.7145,113.733625,-9.540875,1,0.0,0.6605125,0.0028888679999999997,0.1937375,0.069225,165770.75
2325,508391,0.859875,0.433125,0.706375,106.620375,-10.909625,1,4.0,0.194375,0.015516,0.0618125,0.153175,292161.625
2353,787940,0.742875,0.4614375,0.5865625,119.1753125,-10.3906875,0,5.0,0.2148625,0.000431913,0.10545625,0.063225,326184.125
2371,898188,0.601875,0.5479999999999999,0.383875,118.854875,-7.885875,1,7.0,0.2161875,0.00039779,0.2970625,0.035625,331685.5
2392,102399,0.5872,0.395866667,0.5592,121.4868,-14.72866667,1,7.0,0.40652,0.616733333,0.1108,0.033993333,324133.2667
2428,59949,0.667285714,0.7,0.7985714290000001,122.70542859999999,-9.395142857,1,0.0,0.08521614300000001,0.068941154,0.139228571,0.058085714000000004,321295.2857
2429,62860,0.514285714,0.590285714,0.427285714,122.9491429,-7.203428571,1,4.0,0.256155714,0.008913243000000001,0.2023,0.029257143,336615.1429
2430,65620,0.648785714,0.49564285700000005,0.7492857140000001,122.7122143,-12.71364286,1,11.0,0.34478571399999997,0.08444654900000001,0.20978571399999998,0.182507143,162261.0714
2446,126144,0.539642857,0.461,0.7275,126.0425,-7.638857142999999,1,5.0,0.809142857,0.00024932599999999996,0.214542857,0.048385714,153139.0
2455,159791,0.582142857,0.253,0.46271428600000003,103.52271429999999,-16.65957143,1,0.0,0.811571429,0.553448571,0.1737,0.089685714,179115.7143
2473,222974,0.35742857100000003,0.958571429,0.261714286,93.11371429,-4.925142857,1,11.0,0.015175171000000001,2.6899999999999997e-05,0.288985714,0.216714286,105828.0
2519,532610,0.6454285710000001,0.5251428570000001,0.38485714299999996,114.7287143,-6.629857143,0,5.0,0.3485,0.00044422900000000003,0.141757143,0.126142857,249462.8571
2525,558339,0.5144285710000001,0.11249285699999999,0.376185714,97.80821429,-23.49814286,0,0.0,0.9272142859999999,0.756071429,0.136414286,0.041692857,266859.0
2545,756291,0.684857143,0.659285714,0.8722857140000001,126.43028570000001,-12.67357143,1,10.0,0.200635714,0.320693429,0.108928571,0.040471428999999996,374076.1429
2558,803162,0.429714286,0.284371429,0.40671428600000004,123.9018571,-16.01471429,1,5.0,0.8322857140000001,0.5444428570000001,0.151142857,0.049214285999999996,308453.1429
2594,234647,0.614384615,0.647153846,0.375569231,110.7335385,-6.354384615,1,10.0,0.248126154,0.001168323,0.301476923,0.061746154000000004,243796.6923
2598,302106,0.6264615379999999,0.675538462,0.703076923,105.3606923,-8.533846153999999,0,11.0,0.275515385,0.0015113179999999998,0.1792,0.097815385,282840.8462
2607,747200,0.6224615379999999,0.550461538,0.478153846,97.81715385,-12.04523077,0,6.0,0.227515385,0.004536154000000001,0.193807692,0.061676923,299858.3846
2609,762663,0.682923077,0.806230769,0.677461538,110.16638459999999,-4.947461538,1,1.0,0.18058923100000002,0.018889275,0.11570769199999999,0.093684615,197141.6154
2613,791308,0.550384615,0.35600000000000004,0.387153846,127.8454615,-11.22115385,1,2.0,0.47956000000000004,0.000877477,0.177307692,0.0357,264606.2308
2617,934305,0.396692308,0.307538462,0.162846154,106.94661540000001,-17.10107692,1,7.0,0.7424615379999999,0.754307805,0.103515385,0.040323077,407635.8462
2621,2424073,0.6399230770000001,0.6,0.46253846200000004,115.00584620000001,-8.104846154,1,4.0,0.285003538,0.12841018,0.150015385,0.175261538,238527.7692
2624,8125,0.610833333,0.7625,0.8221666670000001,122.99316670000002,-5.377333332999999,1,10.0,0.3445,0.058056653,0.1407,0.049216667,224991.0
2643,46727,0.672333333,0.640833333,0.845166667,110.94866670000002,-10.69566667,1,1.0,0.25148333300000003,0.044012117,0.21100000000000002,0.0974,193711.1667
2740,541125,0.479,0.436166667,0.587833333,122.31366670000001,-11.29966667,1,0.0,0.32516666699999996,2.18e-06,0.15375,0.03145,153335.5
2781,768149,0.672166667,0.19016666699999998,0.497833333,92.57216667,-15.52266667,1,8.0,0.965666667,0.8743333329999999,0.144333333,0.044166667,162977.6667
2782,770629,0.5761666670000001,0.170566667,0.46683333299999996,120.36766670000002,-15.69966667,1,5.0,0.715166667,0.140933333,0.122183333,0.0543,319609.0
2794,799466,0.646166667,0.612166667,0.5581666670000001,111.0055,-8.254666667,0,7.0,0.430566667,0.000455567,0.11643333300000001,0.034316667,237871.3333
2824,19953,0.7211818179999999,0.664181818,0.722,119.2270909,-10.68518182,1,1.0,0.030492317999999997,0.050072989000000005,0.17323636399999998,0.0417,435025.3636
2831,105329,0.553818182,0.41172727299999995,0.37272727299999997,113.8480909,-12.39163636,1,7.0,0.475690909,0.319535855,0.1078,0.031854545,282842.9091
2883,55939,0.611,0.5576,0.7622,98.7336,-14.758,1,5.0,0.20382,0.561474,0.0914,0.044160000000000005,393048.0
2911,128290,0.6436,0.8398,0.7658,124.234,-7.8744,1,3.0,0.4602,0.391452,0.16682,0.09848,297069.2
2914,137084,0.7762,0.6208,0.8099,119.9025,-10.4479,1,0.0,0.181901,0.00781339,0.11123,0.04843,258286.6
2916,143367,0.3086,0.3466,0.4148,118.6142,-8.773,1,1.0,0.818,1.66e-05,0.13624,0.029060000000000002,161929.0
2920,159340,0.6854,0.5886,0.4806,93.785,-7.044,0,10.0,0.096,0.00019164,0.2975,0.14238,231970.8
2942,240081,0.5668,0.5038,0.8048,85.3822,-8.526,1,0.0,0.594,0.0,0.0911,0.04482,155354.6
2944,245760,0.509,0.4626,0.5876,105.3758,-13.939,1,10.0,0.5006,0.23131102,0.24104,0.0401,350629.4
2950,271029,0.518,0.4044,0.7068,90.4788,-12.3514,1,11.0,0.5062,0.003333,0.12864,0.05024,258200.0
2965,345426,0.5178,0.25,0.20446,107.598,-12.9952,1,8.0,0.7322,0.5682,0.10296,0.044360000000000004,360664.0
2977,408531,0.4519,0.4159,0.4445,113.3022,-17.6607,0,5.0,0.55647,0.47512031200000004,0.8207,0.20048,315557.4
2995,515790,0.6074,0.5456,0.6326,100.4498,-10.645999999999999,1,2.0,0.23376,0.3637,0.16268,0.03932,327768.0
2996,519715,0.5042,0.29600000000000004,0.5005,121.5223,-14.9999,1,5.0,0.7348,0.55508882,0.13283,0.0387,415371.8
3009,614823,0.6528,0.3756,0.4544,107.2356,-13.4658,1,0.0,0.5136,0.00018842,0.08276,0.044539999999999996,271399.8
3044,791318,0.449,0.6214,0.519,115.0718,-13.5134,0,11.0,0.30203759999999996,0.799,0.2008,0.0511,386008.2
3057,824879,0.5836,0.46013999999999994,0.5329999999999999,103.6744,-12.9364,1,5.0,0.7576,0.54102,0.15674000000000002,0.04564,302456.0
3064,849405,0.7104,0.5698,0.5802,97.9926,-5.497999999999999,1,10.0,0.17062,1.35e-06,0.12568,0.15024,254845.4
3122,232869,0.5487777779999999,0.594,0.449666667,108.3982222,-6.787777778,1,11.0,0.24586666699999998,0.000143378,0.178888889,0.038077778,235940.5556
3138,953102,0.646111111,0.672,0.568666667,100.95,-9.484111111,1,1.0,0.20704888899999999,0.001442656,0.171388889,0.206533333,291155.5556
3142,1984584,0.583,0.575888889,0.428444444,120.4031111,-7.601777778,0,11.0,0.35522222200000003,9.53e-06,0.12682222199999998,0.261755556,255613.3333
3172,96804,0.38425,0.728,0.43675,115.2735,-12.28125,0,9.0,0.11868499999999998,0.00275125,0.18375,0.0443,263307.25
3181,113480,0.47775,0.43,0.56425,123.67325,-17.527,1,9.0,0.65275,0.478975,0.284,0.052025,308283.25
3190,138335,0.51325,0.60625,0.6465,103.8455,-8.47675,1,11.0,0.19709749999999998,0.00419,0.3495,0.0447,205935.25
3203,175538,0.59775,0.77875,0.69325,118.95100000000001,-8.63675,1,11.0,0.0124925,0.00733375,0.32475,0.0806,469593.25
3218,197582,0.58375,0.57225,0.7445,114.4945,-10.33725,1,7.0,0.3905,2.2800000000000002e-05,0.37605,0.041775,157855.0
3263,387219,0.4875,0.49525,0.604,114.176,-11.25775,1,5.0,0.44587250000000006,0.001287785,0.2951,0.0575,203700.0
3267,407331,0.68425,0.44299999999999995,0.57875,107.1715,-12.93175,1,7.0,0.308,2.68e-05,0.12715,0.07535,310193.25
3294,576072,0.75475,0.53875,0.7490000000000001,126.93325,-9.2815,0,2.0,0.326025,0.000627475,0.121125,0.057625,280870.0
3313,679749,0.51725,0.456,0.2885,129.21175,-10.59325,1,0.0,0.4935,0.0154467,0.175,0.077675,334780.25
3314,684612,0.6345,0.59675,0.8715,106.58975,-14.04725,1,0.0,0.108925,0.838,0.107825,0.04,322556.75
3329,757665,0.44175,0.44975,0.57,128.1705,-14.5375,1,6.0,0.390675,0.55885,0.1376,0.078125,247663.0
3335,766078,0.32025,0.81675,0.4585,133.6835,-5.854,0,1.0,0.004112025,0.092727285,0.2418,0.118525,205513.5
3337,769523,0.3195,0.5115,0.61375,125.98,-6.6405,1,8.0,0.74275,0.000739533,0.34675,0.03065,149763.0
3349,798792,0.6215,0.7675,0.7709999999999999,127.932,-9.672,1,9.0,0.27325,0.08241971,0.12575,0.053925,324680.0
3364,852970,0.63975,0.7015,0.6855,94.52675,-6.8625,0,5.0,0.23595,0.44725,0.068375,0.04125,291543.25
3367,860080,0.4085,0.73475,0.27735,138.10725,-7.1545,1,7.0,0.0097875,0.06752235,0.143875,0.05605,244676.75
